Date,Day of the week [-],Temp [C],Humidity [%],Wind [m/s],Clouds [1/8],SUM - Entry [GWh/d],SUM - Exit [GWh/d],SUM - Exit t-1d [GWh/d],Storage t-1d [GWh/d],Storage [GWh/d]
12/07/2017,2.00,19.0526315789474,75.0555555555555,1.68444444444444,1.46,490.422667,427.88249,431.879655,0,0
13/07/2017,3.00,15.7561403508772,79.5444444444445,4.00888888888889,3.52,490.837887,435.280311,427.88249,0,0
14/07/2017,4.00,14.4561403508772,69.4666666666667,1.50666666666667,1.35818181818182,491.363317,436.035493,435.280311,0,0
15/07/2017,5.00,14.3543859649123,78.2222222222222,1.55333333333333,1.36727272727273,490.086218,411.219635,436.035493,0,0
16/07/2017,6.00,15.3350877192982,71.1777777777778,1.63111111111111,1.44363636363636,489.838935,409.125792,411.219635,0,0
17/07/2017,7.00,16.5368421052632,74.3555555555556,2.06,1.9,491.271294,429.030753,409.125792,0,0
18/07/2017,1.00,17.7947368421053,68.3222222222222,1.42222222222222,1.29636363636364,490.410203,431.158914,429.030753,0,0
19/07/2017,1.00,19.2333333333333,69.8444444444444,1.54,1.40545454545455,488.187794,424.677406,431.158914,0,0
20/07/2017,2.00,20.5684210526316,71.4111111111111,1.97777777777778,1.78,486.831598,422.286427,424.677406,0,0
21/07/2017,3.00,19.5491228070175,85.6333333333333,1.89111111111111,1.65818181818182,513.457156,420.82399,422.286427,0,0
22/07/2017,4.00,19.6701754385965,76.9555555555556,1.54888888888889,1.39818181818182,516.511153,415.414441,420.82399,0,0
23/07/2017,5.00,19.6228070175439,83.6666666666667,1.61333333333333,1.47818181818182,517.102214,436.329322,415.414441,0,0
24/07/2017,6.00,19.0578947368421,75.2666666666667,1.55111111111111,1.38181818181818,500.529693,453.625308,436.329322,0,0
25/07/2017,7.00,17.2385964912281,88.9,2.13111111111111,2.01636363636364,477.23539,444.906634,453.625308,0,0
26/07/2017,1.00,16.019298245614,78.7111111111111,2.22888888888889,2.02181818181818,498.340009,453.83493,444.906634,0,0
27/07/2017,2.00,16.5140350877193,74,1.90222222222222,1.76363636363636,495.2535,440.981796,453.83493,0,0
28/07/2017,3.00,16.8421052631579,80.5777777777778,1.69777777777778,1.54,499.029996,433.950412,440.981796,0,0
29/07/2017,4.00,17.6105263157895,72.4222222222222,2.15333333333333,1.94909090909091,499.942562,426.024413,433.950412,0,0
